timestamp_unix,timestamp_iso,participant_full_id,activity_intensity,missing_value_reason
1768449180000,2026-01-15T03:53:00Z,1788-1-1-GV,,device_not_recording
1768449240000,2026-01-15T03:54:00Z,1788-1-1-GV,,device_not_recording
1768449300000,2026-01-15T03:55:00Z,1788-1-1-GV,,device_not_recording
1768449360000,2026-01-15T03:56:00Z,1788-1-1-GV,,device_not_recording
1768449420000,2026-01-15T03:57:00Z,1788-1-1-GV,,device_not_recording
1768449480000,2026-01-15T03:58:00Z,1788-1-1-GV,,device_not_recording
1768449540000,2026-01-15T03:59:00Z,1788-1-1-GV,,device_not_recording
1768449600000,2026-01-15T04:00:00Z,1788-1-1-GV,,device_not_recording
1768449660000,2026-01-15T04:01:00Z,1788-1-1-GV,,device_not_recording
1768449720000,2026-01-15T04:02:00Z,1788-1-1-GV,,device_not_recording
1768449780000,2026-01-15T04:03:00Z,1788-1-1-GV,,device_not_recording
1768449840000,2026-01-15T04:04:00Z,1788-1-1-GV,,device_not_recording
1768449900000,2026-01-15T04:05:00Z,1788-1-1-GV,,device_not_recording
1768449960000,2026-01-15T04:06:00Z,1788-1-1-GV,,device_not_recording
1768450020000,2026-01-15T04:07:00Z,1788-1-1-GV,,device_not_recording
1768450080000,2026-01-15T04:08:00Z,1788-1-1-GV,,device_not_recording
1768450140000,2026-01-15T04:09:00Z,1788-1-1-GV,,device_not_recording
1768450200000,2026-01-15T04:10:00Z,1788-1-1-GV,,device_not_recording
1768450260000,2026-01-15T04:11:00Z,1788-1-1-GV,,device_not_recording
1768450320000,2026-01-15T04:12:00Z,1788-1-1-GV,,device_not_recording
1768450380000,2026-01-15T04:13:00Z,1788-1-1-GV,,device_not_recording
1768450440000,2026-01-15T04:14:00Z,1788-1-1-GV,,device_not_recording
1768450500000,2026-01-15T04:15:00Z,1788-1-1-GV,,device_not_recording
1768450560000,2026-01-15T04:16:00Z,1788-1-1-GV,,device_not_recording
1768450620000,2026-01-15T04:17:00Z,1788-1-1-GV,,device_not_recording
1768450680000,2026-01-15T04:18:00Z,1788-1-1-GV,,device_not_recording
1768450740000,2026-01-15T04:19:00Z,1788-1-1-GV,,device_not_recording
1768450800000,2026-01-15T04:20:00Z,1788-1-1-GV,,device_not_recording
1768450860000,2026-01-15T04:21:00Z,1788-1-1-GV,,device_not_recording
1768450920000,2026-01-15T04:22:00Z,1788-1-1-GV,,device_not_recording
1768450980000,2026-01-15T04:23:00Z,1788-1-1-GV,,device_not_recording
1768451040000,2026-01-15T04:24:00Z,1788-1-1-GV,,device_not_recording
1768451100000,2026-01-15T04:25:00Z,1788-1-1-GV,,device_not_recording
1768451160000,2026-01-15T04:26:00Z,1788-1-1-GV,,device_not_recording
1768451220000,2026-01-15T04:27:00Z,1788-1-1-GV,,device_not_recording
1768451280000,2026-01-15T04:28:00Z,1788-1-1-GV,,device_not_recording
1768451340000,2026-01-15T04:29:00Z,1788-1-1-GV,,device_not_recording
1768451400000,2026-01-15T04:30:00Z,1788-1-1-GV,,device_not_recording
1768451460000,2026-01-15T04:31:00Z,1788-1-1-GV,,device_not_recording
1768451520000,2026-01-15T04:32:00Z,1788-1-1-GV,,device_not_recording
1768451580000,2026-01-15T04:33:00Z,1788-1-1-GV,,device_not_recording
1768451640000,2026-01-15T04:34:00Z,1788-1-1-GV,,device_not_recording
1768451700000,2026-01-15T04:35:00Z,1788-1-1-GV,,device_not_recording
1768451760000,2026-01-15T04:36:00Z,1788-1-1-GV,,device_not_recording
1768451820000,2026-01-15T04:37:00Z,1788-1-1-GV,,device_not_recording
1768451880000,2026-01-15T04:38:00Z,1788-1-1-GV,,device_not_recording
1768451940000,2026-01-15T04:39:00Z,1788-1-1-GV,,device_not_recording
1768452000000,2026-01-15T04:40:00Z,1788-1-1-GV,,device_not_recording
1768452060000,2026-01-15T04:41:00Z,1788-1-1-GV,,device_not_recording
1768452120000,2026-01-15T04:42:00Z,1788-1-1-GV,,device_not_recording
1768452180000,2026-01-15T04:43:00Z,1788-1-1-GV,,device_not_recording
1768452240000,2026-01-15T04:44:00Z,1788-1-1-GV,,device_not_recording
1768452300000,2026-01-15T04:45:00Z,1788-1-1-GV,,device_not_recording
1768452360000,2026-01-15T04:46:00Z,1788-1-1-GV,,device_not_recording
1768452420000,2026-01-15T04:47:00Z,1788-1-1-GV,,device_not_recording
1768452480000,2026-01-15T04:48:00Z,1788-1-1-GV,,device_not_recording
1768452540000,2026-01-15T04:49:00Z,1788-1-1-GV,,device_not_recording
1768452600000,2026-01-15T04:50:00Z,1788-1-1-GV,,device_not_recording
1768452660000,2026-01-15T04:51:00Z,1788-1-1-GV,,device_not_recording
1768452720000,2026-01-15T04:52:00Z,1788-1-1-GV,,device_not_recording
1768452780000,2026-01-15T04:53:00Z,1788-1-1-GV,,device_not_recording
1768452840000,2026-01-15T04:54:00Z,1788-1-1-GV,,device_not_recording
1768452900000,2026-01-15T04:55:00Z,1788-1-1-GV,,device_not_recording
1768452960000,2026-01-15T04:56:00Z,1788-1-1-GV,,device_not_recording
1768453020000,2026-01-15T04:57:00Z,1788-1-1-GV,,device_not_recording
1768453080000,2026-01-15T04:58:00Z,1788-1-1-GV,,device_not_recording
1768453140000,2026-01-15T04:59:00Z,1788-1-1-GV,,device_not_recording
1768453200000,2026-01-15T05:00:00Z,1788-1-1-GV,,device_not_recording
1768453260000,2026-01-15T05:01:00Z,1788-1-1-GV,,device_not_recording
1768453320000,2026-01-15T05:02:00Z,1788-1-1-GV,,device_not_recording
1768453380000,2026-01-15T05:03:00Z,1788-1-1-GV,,device_not_recording
